HH,EndPoint,C,E,M,V,OTH,FOLLOWUP
9338693,E5,,P+,,,,
9341181,E4,,,,,N-,
9342038,E1,P+,P+,,,,
9342123,E4,N-,,,,,
9342571,E1,P+,P+,,P+,,
9344322,E4,N-,,N-,,,No Change
9347813,E3,,P+,,,,
9347813,E3,P+,P+,,,,
9347840,E6,,,,,N-,
9349349,E1,,P+,,,,
9349430,E3,,P+,,,,
9353216,E1,P+,P+,,,,
9353540,E4,,,N-,,,
9357432,E1,P+,P+,,,,
9358111,E2,,,N-,,,No Change
9369671,E1,P+,P+,,,,
9370664,E1,P+,P+,,,,
9371667,E1,P+,P+,,,,
9371681,E4,,,,N-,,
9372422,E1,,P+,,,,
9372635,E1,,P+,,,,
9377068,E5,,P+,,,,
9377566,E6,N-,,,,,
9378441,E5,,P+,,,,
9378510,E5,,P+,,,,
9378612,E4,,,,N-,,
9378735,E1,,P+,,,,
9379217,E4,,,,N-,,
9379606,E3,,P+,,,,
9381761,E6,,,N-,,,
9381899,E3,,P+,,,,
9382311,E1,P+,P+,,P+,,
9382456,E5,,,P+,,,
9383210,E6,,,N-,,,
9384364,E3,P+,P+,,,,
9385089,E4,N-,,,,,
9385738,E6,,N-,,,,
9386722,E1,P+,P+,,,,
9391136,E6,,,N-,,,No Change
9391177,E1,,P+,,,,
9394621,E1,P+,P+,,P+,,
9396964,E5,,P+,,,,
9397254,E5,,,,,P+,
9397779,E3,,P+,,,P+,
9398238,E2,,,,N-,,
9398580,E3,,P+,,,,
9399879,E5,,P+,,,,
9401407,E3,,P+,,,,
9402064,E1,P+,P+,,,,
9403282,E1,,P+,,,,
9404981,E5,,,,,P+,
9405875,E4,N-,,,,,
9408588,E4,N-,,,N-,,
9409486,E1,P+,P+,,,,
9410294,E1,P+,,,,,
9410515,E3,P+,P+,,,,
9411350,E5,,P+,,,,
9412212,E5,,P+,,,,
9412778,E5,,P+,,,,
9412859,E1,P+,P+,,,,
9413308,E1,P+,P+,,,,
9413469,E2,N-,,N-,,,
9414841,E3,P+,P+,,P+,,
9415261,E3,P+,P+,,,,
9415773,E2,,,N-,,,No Change
9416441,E1,,P+,,,P+,
9416481,E5,,P+,,,,
9416600,E1,P+,P+,,P+,,
9418969,E5,,P+,,,,
9419077,E2,,,,N-,,
9421602,E1,P+,P+,,,,
9423935,E1,,P+,,,,
9424890,E4,,,N-,,,No Change
9425933,E2,,,,,N-,
9426310,E1,P+,P+,,,,
9427751,E3,,P+,,,,
9428257,E1,P+,P+,,,,
9428761,E6,N-,,,,,
9430196,E5,P+,P+,,,,
9433603,E5,,P+,,,,
9438731,E3,P+,P+,,,,
9440206,E3,,P+,,,,
9441674,E1,P+,P+,,,,
9442779,E6,,,,,N-,
9445425,E1,P+,P+,,,,
9446284,E1,P+,P+,,,,
9447492,E1,P+,P+,,,,
9447821,E5,,P+,,,,
9451041,E6,N-,,,,,
9452741,E3,,P+,,,,
9453795,E5,,P+,,,,
9456288,E1,P+,P+,,,,
9458619,E5,,P+,,,,
9458934,E4,,,,N-,,
9462892,E3,,P+,,,,
9463329,E5,,P+,,,,
9463774,E1,P+,P+,,,,
9464681,E4,N-,,,,,
9464759,E1,,P+,,,,
9465425,E6,N-,,,,,
9466659,E1,,P+,,P+,,
9467565,E1,P+,P+,,P+,,
9467741,E3,P+,P+,,,,
9469576,E1,,P+,,,,
9470983,E1,P+,P+,,,,
9471486,E5,,P+,,,,
9474927,E3,P+,P+,,,,
9474941,E1,P+,P+,,,,
9475411,E6,,,N-,,,
9476435,E2,,N-,,,,
9476959,E4,N-,,,,,
9484816,E1,,P+,,,,
9486330,E5,,P+,,,,
9486458,E1,,P+,,P+,,
9488382,E3,,P+,,,,
9489235,E3,,P+,,,,
9491261,E1,P+,P+,,,,
9491346,E1,,P+,,,,
9491723,E3,,P+,,,,
9492446,E4,N-,,,,,
9493442,E1,,P+,,,,
9494969,E5,,P+,,,,
9495543,E6,N-,,,,,
9496013,E1,,P+,,,,
9497673,E1,,P+,,P+,,
9499678,E3,P+,P+,,P+,,
9501975,E1,,P+,,,,
9502971,E6,,,,N-,,
9504041,E5,,P+,,,,
9507661,E1,P+,P+,,P+,,
9509849,E1,P+,P+,,,,
9510473,E1,P+,P+,,,,
9510579,E3,,P+,,,,
9511503,E1,P+,P+,,P+,,
9514568,E1,P+,P+,,,,
9514589,E3,P+,P+,,,,
9515380,E1,,P+,,,,
9515918,E6,N-,,,,,
9517318,E1,P+,P+,,,,
9519197,E4,N-,,,,,
9520790,E3,,P+,,,,
9522461,E5,,P+,,,,
9523078,E5,,P+,,,,
9523863,E3,,P+,,,,
9524631,E6,N-,,,,,
9526965,E1,P+,P+,,,,
9529238,E5,,P+,,,,
9529646,E1,P+,P+,,,,
9529928,E3,P+,P+,,,,
9531207,E3,,P+,,,,
9531496,E6,N-,,,,,
9531613,E1,,P+,,,,
9532207,E1,P+,P+,,P+,,
9533701,E3,,P+,,P+,,
9534736,E1,P+,P+,,,,
9535363,E1,P+,P+,,P+,,
9536027,E4,N-,,,,,
9539775,E6,,,,,N-,
9539931,E1,P+,P+,,,,
9541016,E1,P+,P+,,,,
9541359,E5,,P+,,,,
9542571,E1,,P+,,,,
9546673,E5,,P+,,,,
9547385,E1,,P+,,,,
9547977,E4,,,,N-,,
9548235,E4,N-,,,,,
9548988,E3,,P+,,,,
9549743,E1,P+,P+,,,,
9553637,E6,,,,,N-,
9554849,E1,P+,P+,,,,
9557481,E6,N-,,,,,
9558111,E1,,P+,,,,
9558694,E1,,P+,,P+,,
9559131,E5,,P+,,,,
9559373,E5,,P+,,,,
9561275,E1,P+,P+,,,,
9561895,E1,,P+,,,,
9562738,E1,P+,P+,,,,
9564914,E5,,P+,,,,
9565023,E1,,P+,,,,
9567558,E4,N-,,,,,
9567921,E3,P+,P+,,,,
9569220,E1,,P+,,,,
9569598,E1,,P+,,,,
9572297,E6,,,N-,,,No Change
9573808,E5,,P+,,,,
9574585,E1,P+,P+,,P+,,
9575530,E6,N-,,,,,
9575638,E6,,,,,N-,
9575790,E1,P+,P+,,,,
9577618,E4,N-,,,,,
9578720,E6,N-,,,,,
9582525,E5,,P+,,,,
9584169,E3,,P+,,P+,,
9584231,E1,P+,P+,,P+,,
9586002,E5,,P+,,,,
9587727,E5,,P+,,,,
9589015,E6,,,N-,,,
9589384,E1,P+,P+,,P+,,
9591204,E2,,,,,N-,
9592624,E3,P+,P+,,P+,,
9593695,E1,P+,P+,,P+,,
9594814,E6,N-,,,,,
9595577,E6,N-,,,,,
9595636,E4,,,,N-,,
9595861,E6,N-,,,,,
9597724,E1,P+,P+,,P+,,
9597814,E5,,P+,,,,
9600076,E3,,P+,,,,
9600317,E1,,P+,,,,
9601616,E1,P+,P+,,,,
9604667,E1,,P+,,,,
9612266,E3,P+,P+,,,,
9613495,E4,N-,,,,,
9614260,E3,,P+,,,,
9614273,E1,,,,,P+,
9616221,E4,,,,N-,,
9616651,E1,P+,P+,,P+,,
9619464,E4,,,,,N-,
9619828,E3,P+,P+,,P+,,
9620804,E1,P+,P+,,,,
9621450,E3,,P+,,,,
9622372,E1,P+,P+,,,,
9624491,E4,,,,,N-,
9624770,E4,,N-,,,,
9627309,E5,,P+,,,,
9627831,E1,,P+,,,,
9629420,E1,,P+,,P+,,
9630478,E6,,,N-,,,
9631099,E6,N-,,,,,
9631530,E4,,,N-,,,More
9632767,E1,,P+,,,,
9635763,E3,P+,P+,,,,
9636714,E3,,P+,,,,
9636984,E3,P+,P+,,,,
9638286,E5,,P+,,,,
9640990,E4,N-,,,,,
9641060,E4,N-,,,,,
9641540,E5,,P+,,,,
9642188,E3,,P+,,,,
9642506,E4,,,,,N-,
9643011,E1,,P+,,,,
9644991,E1,,P+,,,,
9645014,E1,,P+,,,,
9645091,E1,P+,P+,,P+,,
9645717,E3,,P+,,,,
9647260,E3,,P+,,P+,,
9647559,E1,P+,P+,,,,
9649430,E3,,P+,,,,
9649591,E4,N-,,,,,
9649591,E5,,P+,,,,
9650032,E1,,P+,,,,
9650381,E6,N-,,,,,
9652612,E3,,P+,,,,
9652841,E1,P+,P+,,,,
9653648,E1,,P+,,,,
9655411,E3,,P+,,,,
9656893,E1,P+,P+,,,P+,
9660594,E5,,P+,,,,
9661166,E1,,P+,,,,
9662419,E4,N-,,,N-,,
9662646,E5,,P+,,,,
9663525,E1,,P+,,,,
9664336,E3,,P+,,,,
9665869,E1,P+,P+,,,,
9668181,E6,N-,,,,,
9672095,E5,P+,P+,,,,
9672219,E6,,,N-,,,No Change
9673451,E1,,P+,,,,
9677160,E1,P+,P+,,,,
9677450,E6,N-,,,,,
9678306,E4,N-,,,,,
9679144,E1,P+,,,,,
9681341,E6,N-,,,,,
9681451,E5,,P+,,,,
9681954,E6,,,N-,,,No Change
9685234,E5,,P+,,,,
9686121,E6,N-,,,N-,,
9686924,E6,N-,,,,,
9686925,E5,,P+,,,,
9687506,E1,,P+,,,,
9688288,E1,,P+,,,,
9688356,E1,,P+,,,,
9689292,E5,,P+,,,,
9690074,E4,,,N-,,N-,More
9692336,E4,N-,,,N-,,
9693980,E6,,,N-,,,
9694225,E4,,,,N-,,
9696227,E3,,P+,,,,
9701315,E6,,,N-,,,
9701549,E4,N-,,,,,
9702285,E1,P+,P+,,,,
9702423,E1,,P+,,,,
9722169,E2,N-,,,,,
9722196,E6,,,N-,,,
9723299,E4,,N-,,,,
9723681,E3,P+,P+,,P+,,
9728723,E1,,P+,,,,
9731414,E3,,P+,,,,
9733628,E1,,P+,,,,
9746213,E1,P+,P+,,P+,,
9746566,E3,,P+,,,,
9747289,E1,P+,P+,,,,
9749171,E3,P+,P+,,,,
9751877,E3,,P+,,,,
9753440,E1,P+,P+,,,,
9755244,E4,N-,,,,,
9757529,E6,,,,N-,,
9758741,E5,,P+,,,,
9759279,E1,P+,P+,,,,
9765366,E1,P+,P+,,,,
9766501,E1,P+,P+,,P+,,
9767030,E5,,P+,,,,
9767875,E5,,P+,,,,
9768810,E1,P+,P+,,,,
9771456,E1,,P+,,,,
9772524,E1,P+,P+,,P+,,
9774185,E6,N-,,,,,
9774856,E1,P+,P+,,P+,P+,
9775678,E5,,P+,P+,,,
9775877,E5,,P+,,,,
9797654,E1,P+,P+,,P+,,
9799060,E6,N-,,,,,
9800508,E5,,P+,,,,
9801847,E1,P+,P+,,P+,,
9804463,E1,P+,P+,,,,
9805047,E1,,P+,,,,
9805691,E4,N-,,,,,
9805959,E1,P+,P+,,,,
9806550,E3,,P+,,,,
9806809,E1,,P+,,,,
9807640,E6,N-,,,,,
9808704,E1,P+,P+,,P+,,
9809523,E4,,,,N-,,
9810152,E1,P+,P+,,P+,,
9812613,E1,,P+,,,,
9814753,E3,P+,P+,,P+,,
9815665,E4,N-,,,,,
9817422,E3,P+,P+,,,,
9819367,E4,N-,,,,,
9821765,E1,P+,P+,,P+,,
9822761,E4,N-,,,,,
9823788,E3,,P+,,P+,,
9824737,E1,,P+,,,,
9827269,E5,,P+,,,,
9827380,E4,,,N-,,,
9827494,E1,,P+,,,,
9827502,E6,N-,,N-,,,No Change
9827658,E5,,P+,,,,
9829426,E1,P+,P+,,P+,,
9830558,E3,,P+,,P+,,
9831736,E1,,P+,,,,
9834594,E3,,P+,,,,
9834808,E4,,,N-,,,No Change
9835976,E3,,P+,,,,
9836455,E4,,,,N-,,
9836806,E5,,P+,,,,
9839204,E4,,,N-,,,
9840584,E3,,P+,,,,
9842037,E3,P+,P+,,,,
9842740,E4,,,,N-,,
9843679,E6,N-,,,,,
9847600,E5,,P+,,,,
9847915,E1,,P+,,,,
9848133,E1,P+,P+,,P+,,
9849679,E4,N-,,,,,
9852909,E5,,P+,,,,
9853504,E5,,P+,,,,
9855706,E5,,P+,P+,,,
9858222,E1,P+,P+,,,,
9859335,E3,,P+,,,,
9859659,E4,N-,,,,,
9859892,E6,N-,,,,,
9860564,E1,,P+,,P+,,
9860642,E4,,,N-,,,
9860886,E3,,P+,,,,
9860987,E6,,N-,,,,
9862003,E4,N-,,,,,
9864117,E3,P+,P+,,P+,,
9866085,E4,,,,,N-,
9866343,E3,P+,P+,,,,
9869324,E5,,P+,,,,
9870177,E4,,,N-,,,No Change
9874903,E5,,,,,P+,
9876060,E4,N-,,,,,
9876283,E4,,,,,N-,
9877719,E1,P+,P+,,P+,,
9878018,E3,P+,P+,,,,
9878238,E1,,P+,,,,
9878359,E6,,,N-,,,No Change
9878631,E4,N-,,,,,
9880677,E1,P+,P+,,,,
9883023,E4,N-,,,,,
9884042,E4,,,N-,,,
9885267,E6,,,N-,,,
9885561,E3,,P+,,,,
9886027,E5,,P+,,,,
9887851,E4,N-,,,,,
9889969,E6,N-,,,,,
9890191,E4,,,,,N-,
9890962,E6,N-,,,,,
9891928,E5,,P+,,,,
9893428,E4,,,,,N-,
9894980,E5,,P+,,,,
9895207,E5,,P+,,,,
9895217,E5,,P+,,,,
9895869,E6,N-,,,,,
9896522,E1,P+,P+,,P+,,
9897611,E4,,,,N-,,
9898068,E5,,P+,,,,
9898947,E6,,,,N-,,
9901484,E1,P+,P+,,P+,,
9902211,E6,,,N-,,,
9904092,E4,,,N-,,,
9905077,E1,P+,P+,,,,
9908972,E1,P+,P+,,,,
9910210,E1,P+,P+,,,,
9911128,E4,N-,,,,,
9912268,E1,P+,P+,,,,
9912344,E1,P+,P+,,,,
9913586,E6,N-,,,,,
9913953,E1,P+,P+,,,,
9925759,E1,,P+,,,,
9926229,E6,N-,,,,,
9930115,E1,P+,P+,,P+,,
9930615,E6,,,N-,N-,,No Change
9935562,E3,P+,P+,,,,
9940065,E2,N-,,,,,
9942739,E6,N-,N-,,,,
9951289,E5,,,,,P+,
9952182,E6,,,N-,,,No Change
9953719,E3,P+,P+,,,,
9954451,E6,,N-,N-,,,No Change
9954655,E3,P+,P+,,,,
9957680,E4,N-,,,,,
9957864,E1,,P+,,P+,,
9959393,E6,,,,,N-,
9961282,E3,,P+,,,,
9962239,E3,,P+,,,,
9962855,E1,P+,P+,,,,
9963002,E1,P+,P+,,P+,,
9963185,E3,P+,P+,,,,
9965976,E4,N-,,,,,
9967206,E1,,P+,,,,
9967226,E5,,P+,,,,
9968752,E2,,,,N-,,
9976998,E1,P+,P+,,,,
9979719,E4,N-,,N-,,,No Change
9980464,E5,,P+,,,,
9982335,E3,P+,P+,,,,
9982591,E6,N-,,,,,
9982765,E3,P+,P+,,,,
9983728,E1,P+,P+,,P+,,
9985448,E1,,P+,,,,
9987652,E6,N-,,,,,
9987678,E5,,P+,,,,
9987736,E6,,,N-,,,
9993381,E1,P+,P+,,P+,,
9993667,E4,,,N-,,,No Change
9997102,E1,P+,P+,,,,
9997839,E2,N-,,,,,
10001241,E5,,P+,,,P+,
10004493,E4,N-,,,,,
10005420,E5,,P+,,,,
10006686,E1,P+,P+,,P+,,
10010806,E1,P+,P+,,,,
10011116,E6,N-,,,,,
10013574,E5,,P+,,,,
10016174,E1,,P+,,P+,,
10016878,E1,P+,P+,,,,
10019014,E1,P+,P+,,,,
10019420,E1,P+,P+,,,,
10024932,E1,P+,P+,,P+,,
10030621,E1,P+,P+,,P+,,
10033150,E1,,P+,,,,
10035780,E1,P+,P+,,P+,,
10036132,E6,N-,,,,,
10036798,E3,,P+,,,,
10038326,E3,P+,P+,,,,
10042510,E6,N-,,,,,
10052196,E4,,N-,,,,
10054780,E1,,P+,,,,
10073812,E4,N-,,,,,
10079156,E5,,P+,,,,
10082604,E1,P+,P+,,,,
10086469,E3,,P+,,,,
10089558,E4,N-,,,,,
10092004,E1,P+,P+,,,,
10094484,E1,P+,P+,,P+,,
10097382,E6,N-,,,,,
10111351,E5,,P+,,,,
10114415,E5,,P+,,,,
10123975,E3,,P+,,,,
10126048,E1,P+,P+,,P+,,
10138480,E3,P+,P+,,,,
10139935,E4,N-,,,,,
10158115,E1,P+,P+,,P+,,
10175867,E4,N-,,,,,
10179019,E5,,P+,,,,
10187716,E4,,,N-,,,
10192292,E5,,P+,,,,
10197915,E1,,P+,,,,
10202175,E5,,P+,,,,
10213407,E1,P+,P+,,,,
10219894,E3,,P+,,,,
10231655,E1,P+,P+,,,,
10234382,E6,,,N-,,,
10235359,E4,,,N-,,,No Change
10241895,E4,N-,,,,,
10242479,E5,,P+,,,,
10243711,E3,,P+,,,,
10244407,E1,,P+,,,,
10248791,E1,P+,P+,,P+,,
10264198,E4,N-,,N-,,,
10271270,E4,N-,,,,,
10274967,E4,,,N-,,,
10275703,E3,,P+,,,,
10277518,E1,P+,P+,,,,
10280886,E5,,P+,,,,
10289183,E1,P+,P+,,,,
10295343,E1,P+,P+,,P+,,
10322146,E4,N-,,,,,
10322250,E3,P+,P+,,P+,,
10325010,E3,,P+,,,,
10329778,E1,,P+,,P+,,
10333610,E3,,P+,,,,
10348330,E5,,P+,,,,
10351394,E1,P+,P+,,P+,,
10366946,E1,P+,P+,,P+,,
10376130,E4,N-,,,,,
10376178,E4,N-,,,,,
10378241,E3,,P+,,,,
10382506,E5,,P+,,,,
10383513,E1,P+,P+,,,,
10402693,E5,,P+,,,,
10421149,E1,,P+,,,,
10424285,E4,N-,,,,,
10428221,E1,P+,P+,,,,
10436525,E3,,P+,,,,
10440668,E3,P+,P+,,P+,,
10456557,E1,P+,P+,,P+,,
10461278,E5,,P+,,,,
10464310,E3,,P+,,,,
10467206,E3,P+,P+,,P+,,
10469958,E1,,P+,,,,
10475022,E4,N-,,,,,
10475406,E5,,P+,,,,
10479646,E3,,P+,,P+,,
10479830,E3,,P+,,,,
10481486,E3,,P+,,,,
10483630,E3,,P+,,,,
10489366,E4,,,,N-,,
10489534,E1,,P+,,,,
10490318,E3,,P+,,,,
10493166,E1,P+,P+,,P+,,
10493181,E1,P+,P+,,,,
10498134,E3,,P+,,,,
10499902,E5,,P+,,,,
10502089,E6,N-,,,,,
10504249,E1,,P+,,,,
10505865,E3,P+,P+,,P+,,
10507593,E5,,P+,,,,
10517393,E1,P+,P+,,,,
10517425,E6,,,N-,,,
10522329,E3,,P+,,,,
10525704,E4,N-,,,,,
10529895,E6,N-,,,,,
10530481,E4,N-,,,,,
10537633,E1,P+,P+,,P+,,
10542313,E4,N-,,,,,
10547521,E6,N-,,,,,
10553481,E4,N-,,,N-,,
10558969,E3,P+,P+,,P+,,
10564297,E1,P+,P+,,P+,,
10565705,E3,,P+,,,,
10565881,E3,P+,P+,,P+,,
10567025,E5,,P+,,,,
10569129,E1,P+,P+,,,,
10570129,E3,,P+,,,,
10575161,E3,P+,P+,,,,
10577488,E3,P+,P+,,,,
10581945,E3,P+,P+,,P+,,
10587753,E5,,P+,,,,
10589280,E1,,P+,,,,
10591257,E1,P+,P+,,,,
10592479,E6,,N-,,,,
10596329,E5,,P+,,,,
10596705,E6,,,,N-,,
10596769,E2,,,N-,,,No Change
10597081,E1,,P+,,,,
10597265,E6,N-,,N-,,,More
10602580,E3,,P+,,,,
10604514,E1,,P+,,,,
10607524,E3,P+,P+,,,,
10607938,E1,P+,P+,,,,
10612939,E5,,P+,,,,
10618668,E4,N-,,,,,
10619220,E1,P+,P+,,,,
10625795,E1,P+,P+,,P+,,
10629820,E1,P+,P+,,P+,,
10633660,E6,N-,,,N-,,
10641747,E4,,N-,,,,
10642067,E1,P+,P+,,P+,,
10650491,E4,N-,,,,,
10654336,E6,N-,,,,,
10661145,E1,,P+,,P+,,
10669760,E6,,,,,N-,
10672432,E4,N-,,,,,
10684720,E1,,P+,,,,
10689912,E6,,,,,N-,
10789363,E3,,P+,,,,
10793779,E1,P+,,,,,
10814327,E1,P+,P+,,,,
10816262,E2,N-,,,,,
10817903,E3,,P+,,,,
10819575,E1,,P+,,P+,,
10824023,E3,,P+,,,,
10859022,E4,N-,,,,,
10868735,E2,,,,N-,,
10869990,E3,,P+,,,,
10888830,E1,P+,P+,,,,
10891103,E4,N-,,,,,
10897919,E1,,P+,,,,
10943858,E1,P+,P+,,,,
10953963,E5,,P+,P+,,,
10959044,E5,,P+,,,,
10971387,E1,,P+,,,,
10976067,E3,,P+,,,,
10980283,E4,N-,,,,,
10982387,E3,,P+,,P+,,
10986843,E4,N-,,,,,
10987123,E4,N-,,,,,
10987907,E6,N-,,,,,
10990371,E1,P+,P+,,P+,,
10993812,E6,,,N-,,,More
10995019,E1,,P+,,,,
10996091,E1,P+,P+,,P+,,
10998787,E5,,P+,,,,
11001518,E1,P+,P+,,P+,,
11002126,E1,P+,P+,,P+,,
11004236,E5,,P+,,,,
11006398,E3,P+,P+,,,,
11007238,E6,,,N-,,,
11009046,E1,,P+,,,,
11009486,E1,P+,P+,,P+,,
11016646,E1,P+,P+,,,,
11019508,E2,N-,,,,,
11025284,E1,P+,P+,,,,
11044476,E1,P+,P+,,,,
11045782,E4,N-,,,,,
11046300,E1,,P+,,,,
11046588,E1,,P+,,,,
11048150,E5,,P+,,,,
11048244,E1,,P+,,,,
11048732,E6,,,N-,,,More
11049532,E1,,P+,,P+,,
11051556,E5,,P+,,,,
11058132,E4,N-,,,,,
11058172,E1,P+,P+,,,,
11061764,E3,,P+,,,,
11074389,E5,,P+,,,,
11076004,E1,P+,P+,,P+,,
11078252,E4,N-,,,,,
11083028,E1,P+,P+,,,,
11091668,E1,P+,P+,,,,
11092478,E1,,P+,,,,
11103775,E5,,,P+,,,
11107377,E3,,P+,,,,
11108983,E3,P+,P+,,,,
11114351,E3,,P+,,,,
11120249,E6,,,N-,,,
11120393,E6,N-,,N-,,,No Change
11124807,E6,,,,N-,N-,
11131785,E4,,,,N-,,
11134609,E1,P+,P+,,,,
11138367,E1,P+,P+,,,,
11138799,E2,,,,N-,,
11139167,E3,,P+,,,,
11144329,E1,P+,P+,,P+,,
11149487,E6,,,N-,,,No Change
11152223,E4,N-,,,,,
11157287,E5,,P+,,,,
11158609,E1,,P+,,,,
11161369,E6,N-,,,,,
11161727,E3,,P+,,,,
11163449,E1,,,,,P+,
11171841,E4,,,N-,,,
11173263,E1,,P+,,,,
11185025,E3,P+,P+,,P+,,
11222548,E4,N-,,,,,
11225651,E5,,P+,,,,
11233668,E3,,P+,,,,
11236348,E2,,,,,N-,
11238852,E3,,P+,,P+,,
11252244,E3,P+,P+,,,,
11260188,E3,P+,P+,,,,
11264884,E3,,P+,,,,
11275467,E6,,,N-,,,More
11283267,E5,,P+,,,,
11287970,E3,P+,P+,,,,
11288547,E4,,,N-,,,More
11292819,E3,,P+,,,,
11294090,E1,P+,P+,,P+,,
11297988,E5,,P+,,,,
11302382,E3,P+,P+,,,,
11303894,E6,N-,,,,,
11314734,E5,,P+,,,,
11315950,E5,,P+,,,,
11319903,E6,,,,,N-,
11324438,E1,,P+,,,,
11331375,E6,,,N-,,,No Change
11340663,E4,N-,,,,,
11343199,E3,P+,P+,,,,
11348335,E5,,P+,,,,
11350903,E1,P+,P+,,P+,,
11357327,E1,P+,P+,,P+,,
11359567,E6,N-,,,,,
11376799,E6,,,N-,,,
11382527,E3,,P+,,,,
11383606,E1,P+,P+,,P+,,
11384174,E4,N-,,,,,
11385663,E4,,,,N-,,
11387439,E1,P+,P+,,,,
11390735,E6,N-,,,,,
11397214,E4,N-,,,,,
11399663,E5,,P+,,,,
11399805,E4,N-,,,,,
11400417,E4,N-,,,,,
11402906,E1,,P+,,,,
11403538,E6,N-,,,,,
11404058,E1,P+,P+,,P+,,
11404346,E4,N-,,,,,
11404722,E6,,N-,,,,
11405474,E5,,P+,,,,
11405802,E3,,P+,,,,
11408154,E6,,N-,,,,
11408306,E1,P+,P+,,,,
11408378,E4,N-,,,,,
11408450,E3,,P+,,,,
11408458,E4,N-,,,,,
11408858,E1,P+,P+,,,,
11408922,E1,P+,,,,,
11410378,E1,P+,P+,,,,
11411034,E1,,P+,,,,
11411698,E1,,P+,,,,
11411858,E2,N-,,,,,
11412106,E4,N-,,,,,
11412345,E1,P+,P+,,P+,,
11412458,E5,,P+,,,,
11413786,E5,,P+,P+,,,
11413850,E4,N-,,,,,
11414362,E6,N-,,,,,
11415738,E3,P+,P+,,P+,,
11415810,E3,P+,P+,,,,
11416306,E4,,,,N-,,
11416562,E3,,P+,,,,
11416954,E5,,P+,,,,
11417938,E3,P+,P+,,P+,,
11418010,E3,,P+,,,,
11418138,E3,P+,,,,,
11418282,E1,P+,P+,,,,
11418834,E5,,P+,,,,
11419466,E4,,,,,N-,
11419706,E4,N-,,N-,N-,,No Change
11420074,E1,,P+,,,,
11421970,E5,,P+,,,,
11422058,E1,P+,P+,,,,
11423826,E3,,P+,,,,
11424322,E4,,,,N-,,
11425586,E1,,P+,,,,
11425936,E3,P+,,,,,
11427858,E1,P+,P+,,,,
11430082,E3,,P+,,,,
11430466,E1,P+,P+,,,,
11431962,E2,,,,,N-,
11432570,E3,,P+,,,,
11433410,E1,P+,P+,,,,
11433432,E3,,,,,P+,
11433586,E3,,P+,,,,
11435666,E1,P+,P+,,,,
11436482,E6,N-,,,,,
11445025,E4,N-,,,,,
11452697,E6,N-,,,,,
11457193,E5,,P+,,,,
11462729,E5,,P+,,,,
11475785,E3,,P+,,,,
11479168,E1,P+,P+,,,,
11488961,E1,P+,P+,,,,
11494273,E1,,P+,,,,
11495440,E6,N-,,,,,
11511739,E3,,P+,,,,
11520995,E5,,P+,,,,
11523867,E5,,P+,P+,,,
11525355,E4,N-,,,,,
11531883,E3,P+,P+,,P+,,
11538571,E4,N-,,,,,
11547651,E1,P+,P+,,P+,,
11553764,E4,,,N-,,,
11566492,E5,,P+,,,,
11567843,E1,P+,P+,,P+,,
11568988,E1,P+,P+,,P+,,
11570323,E4,N-,,,,,
11571644,E3,P+,P+,,,,
11589316,E4,N-,,,,,
11589396,E1,P+,P+,,,,
11593332,E1,P+,P+,,P+,,
11598972,E3,P+,,,,,
11645878,E3,,P+,,,,
11652196,E3,,P+,,P+,,
11663205,E1,P+,P+,,P+,,
11663868,E5,,P+,,,,
11672524,E3,,P+,,,,
11672972,E5,,P+,,,,
11673268,E6,N-,,,,,
11690397,E3,P+,P+,,,,
11692773,E1,P+,P+,,,,
11696117,E3,,P+,,P+,,
11723607,E3,,P+,,P+,,
11738087,E5,,P+,,,,
11752072,E3,,P+,,,,
11756744,E5,,P+,,,,
11760743,E5,,P+,,,,
11791024,E1,,P+,,,,
11798385,E3,,P+,,P+,,
11798921,E4,N-,,,,,
11803508,E3,P+,P+,,P+,,
11803804,E5,,P+,,,,
11804236,E3,P+,P+,,,,
11805948,E4,N-,,,,,
11807372,E1,,P+,,,,
11808124,E4,,,,,N-,
11809907,E5,,,,,P+,
11812452,E4,N-,,,,,
11815700,E1,P+,P+,,P+,,
11817516,E5,,P+,,,,
11817619,E3,P+,P+,,P+,,
11819444,E3,,P+,,,,
11822196,E3,,P+,,,,
11822572,E3,,P+,,,,
11828028,E6,N-,,,,,
11835116,E1,P+,P+,,,,
11835364,E3,,P+,,,,
11835596,E4,,,,N-,,
11840084,E3,,P+,,,,
11840692,E3,,P+,,,,
11841868,E1,P+,P+,,P+,,
11846044,E4,,,,N-,,
11849044,E2,,,N-,,,More
11855468,E1,,,,,P+,
11855858,E5,,P+,,,,
11857276,E3,,P+,,,,
11858402,E1,P+,P+,,,,
11859484,E3,,P+,,P+,,
11859636,E5,,P+,,,,
11860212,E1,,P+,,,,
11860276,E6,,,N-,,,
11861172,E1,P+,P+,,P+,,
11863620,E1,P+,P+,,,,
11865500,E4,N-,,,,,
11865652,E6,N-,,,,,
11865852,E5,,P+,,,,
11866059,E1,P+,P+,,P+,,
11866516,E5,,,,,P+,
11866604,E4,N-,,N-,,,No Change
11867580,E3,,P+,,P+,,
11869748,E5,,P+,,,,
11869900,E4,N-,,,,,
11871772,E3,,,,,P+,
11873908,E5,,,,,P+,
11877188,E4,N-,,,,,
11879012,E4,N-,,N-,,,No Change
11879228,E6,,,N-,,,No Change
