HH,EndPoint,C,E,M,V,OTH,FOLLOWUP
8471936,E5,,P+,,,,
8474316,E6,N-,,N-,,,No Change
8481370,E4,N-,,,N-,,
8486166,E3,P+,P+,,P+,,
8487153,E1,P+,P+,,,,
8487568,E1,,P+,,,,
8487735,E3,,P+,,P+,,
8488225,E1,,P+,,,,
8490422,E3,,P+,,,,
8492616,E6,N-,,,,,
8493021,E3,,P+,,,,
8493429,E2,N-,,,,,
8493522,E1,P+,P+,,P+,,
8494110,E3,,P+,,,,
8494607,E6,,,,,N-,
8494809,E5,,P+,,,,
8495589,E3,,P+,,,,
8496712,E3,P+,P+,,,,
8499096,E1,P+,P+,,P+,,
8499536,E1,P+,P+,,P+,,
8501355,E1,P+,P+,,P+,,
8501989,E2,N-,,,,,
8502969,E5,,P+,,,,
8503019,E4,N-,,,,,
8506411,E6,,,,,N-,
8508800,E6,N-,,N-,,,More
8510797,E6,N-,,,,,
8515379,E2,,,,,N-,
8516147,E3,,P+,,,,
8521454,E6,,,N-,,,
8525898,E5,,P+,,,,
8528285,E6,N-,,,,,
8529216,E2,,,,,N-,
8531752,E1,P+,P+,,P+,,
8531909,E4,N-,,,,,
8539048,E6,N-,,,,,
8539423,E1,,P+,,,,
8543071,E4,N-,,,,,
8544804,E3,,P+,,,,
8545718,E3,,P+,,,,
8548372,E6,,,N-,,,No Change
8548508,E2,N-,,,,,
8549780,E4,N-,,,,,
8551302,E2,,,,N-,,
8553315,E3,,P+,,,,
8554165,E1,P+,P+,,P+,,
8555702,E6,N-,,,,,
8556166,E5,,P+,,,,
8557526,E1,P+,P+,,,,
8558211,E1,P+,P+,,,,
8558304,E6,,,N-,,,
8558448,E3,P+,P+,,,,
8559172,E1,,P+,,,,
8565113,E1,P+,P+,,,,
8567268,E3,,P+,,,,
8572025,E4,N-,,,,,
8572576,E3,,,,,P+,
8572608,E1,P+,P+,,,,
8577385,E1,,P+,,,,
8578311,E1,P+,P+,,,,
8578904,E4,N-,,,,,
8578921,E3,,P+,,,,
8580659,E4,N-,,,N-,,
8580970,E5,,P+,,,,
8581731,E4,N-,,,,,
8583449,E1,P+,P+,,,,
8584044,E6,N-,,,,,
8584153,E1,P+,P+,,,,
8584160,E1,,P+,,P+,,
8585126,E3,,P+,,P+,,
8586412,E1,,P+,,,,
8587453,E1,P+,P+,,,,
8588918,E4,N-,,,,,
8591244,E5,,P+,,,,
8597848,E5,,,P+,,,
8597864,E1,,P+,,,,
8603116,E1,,P+,,,,
8603173,E4,N-,,,,,
8603729,E3,,P+,,P+,,
8607948,E3,,P+,,,,
8610136,E1,,P+,,,,
8610312,E3,,P+,,P+,,
8612354,E1,P+,P+,,P+,,
8612678,E4,,,N-,,,
8615021,E1,P+,P+,,P+,,
8616170,E4,N-,,,,,
8616457,E1,,P+,,,,
8616849,E3,P+,P+,,,,
8616851,E4,N-,,,,,
8616933,E5,,P+,,,,
8616954,E1,P+,P+,,P+,,
8617294,E6,,,,,N-,
8617611,E3,,P+,,,,
8618116,E3,,,,,P+,
8618771,E4,N-,,,,,
8618867,E1,,P+,,,,
8618975,E1,P+,P+,,,,
8618997,E5,P+,P+,,,,
8619171,E4,N-,,,,,
8619458,E6,,,,,N-,
8619460,E6,N-,,N-,,,No Change
8619476,E1,P+,P+,,P+,,
8623443,E1,P+,P+,,,,
8624583,E4,,,N-,,,
8626395,E1,P+,P+,,P+,,
8627758,E3,P+,P+,,,,
8629865,E1,,P+,,,,
8630165,E3,,P+,,P+,,
8630392,E1,P+,P+,,,,
8630523,E3,,P+,,,,
8632374,E6,,,,,N-,
8632442,E1,P+,P+,,,,
8633071,E1,,P+,,,,
8633401,E1,P+,P+,,P+,,
8634594,E1,,P+,,,,
8638616,E3,,P+,,P+,,
8641028,E6,,,,,N-,
8644362,E5,,P+,,,,
8647519,E1,P+,P+,,,,
8647817,E1,,P+,,,,
8647959,E4,,,N-,,,More
8649681,E1,P+,P+,,,,
8649866,E4,,,N-,,,
8650039,E4,N-,,,,,
8650208,E1,P+,P+,,,,
8650375,E6,,,N-,,,No Change
8650461,E1,P+,P+,,,,
8652663,E1,P+,P+,,,,
8653113,E4,N-,,N-,,,
8656999,E1,,P+,,,,
8657557,E1,P+,P+,,,,
8658860,E1,,P+,,,,
8660707,E5,,P+,,,,
8660881,E5,,P+,,,,
8662290,E3,,P+,,,,
8663839,E6,,N-,,,,
8665041,E5,,P+,,,,
8665046,E3,,P+,,,,
8668905,E4,N-,,,,,
8669641,E2,N-,,,N-,,
8670701,E4,,,,N-,,
8671084,E5,,P+,,,,
8672001,E1,P+,P+,,,,
8672533,E6,N-,,N-,,,No Change
8674895,E4,N-,,,,,
8676438,E4,N-,,,,,
8680294,E1,,P+,,P+,P+,
8680698,E1,P+,P+,,P+,,
8682358,E1,P+,P+,,,,
8682978,E1,P+,P+,,P+,,
8684777,E1,P+,P+,,P+,,
8684904,E1,,P+,,,,
8686016,E3,,P+,,,,
8686100,E1,P+,P+,,,,
8687382,E6,,,N-,,,No Change
8687581,E1,,P+,,P+,,
8689883,E4,N-,,,,,
8690053,E3,,,,,P+,
8691736,E4,,,,N-,,
8693291,E3,P+,P+,,,,
8693861,E5,,P+,,,,
8694245,E5,,P+,,,,
8695184,E6,N-,,,,,
8696761,E5,,,P+,,,
8697198,E3,P+,P+,,,,
8697380,E1,P+,P+,,,,
8697467,E6,N-,,,,,
8698246,E4,,,,,N-,
8698409,E1,P+,P+,,,,
8698882,E4,N-,,,,,
8699976,E5,,P+,,,,
8705285,E1,P+,P+,,,,
8706147,E1,,P+,,,,
8706832,E3,,P+,,P+,P+,
8706859,E1,,P+,,,,
8710134,E1,P+,P+,,P+,,
8710386,E4,,,,N-,,
8711104,E1,P+,P+,,P+,,
8712211,E4,N-,,,,,
8712519,E3,,P+,,P+,,
8713778,E4,,,,N-,,
8714198,E6,,,N-,,,No Change
8714434,E1,P+,P+,,,,
8716737,E3,,P+,,,,
8716907,E1,,P+,,,,
8717540,E6,,,N-,N-,,No Change
8718183,E6,,,,N-,,
8718548,E3,,P+,,P+,,
8718957,E6,,,N-,,,More
8719349,E3,,P+,,,,
8719535,E4,N-,,,,,
8721206,E4,,,,N-,,
8721667,E4,,,,,N-,
8721807,E3,,P+,,,,
8722924,E4,N-,,,,,
8723290,E2,N-,,,N-,,
8724225,E3,,P+,,,,
8724333,E1,,P+,,,,
8726181,E3,P+,,,,,
8727468,E5,,P+,,,,
8731555,E5,,P+,,,,
8732396,E5,,P+,,,,
8732665,E4,N-,,,,,
8736112,E4,,,,,N-,
8737562,E5,,P+,,,,
8737808,E4,N-,,,,,
8740713,E2,,,N-,,,
8741119,E3,,P+,,,,
8742530,E6,,,,,N-,
8743521,E1,P+,P+,,P+,,
8746061,E4,N-,,,,,
8746176,E5,,P+,,,,
8747282,E4,,,,N-,,
8748300,E5,,P+,,,,
8748588,E1,P+,P+,,P+,,
8749012,E1,P+,P+,,P+,,
8751193,E2,,,,N-,,
8752332,E5,,P+,,,,
8752700,E6,N-,,,,,
8752780,E3,P+,P+,,,,
8752860,E2,N-,,,,,
8754289,E4,N-,,,,,
8755990,E3,,P+,,,,
8758878,E1,P+,P+,,,,
8764161,E4,N-,,,,,
8764413,E3,,P+,,,P+,
8764654,E4,N-,,,,,
8766423,E1,,P+,,,,
8766443,E3,,P+,,,,
8766977,E3,,P+,,,,
8767909,E3,P+,P+,,,,
8769059,E2,,,N-,,,
8769593,E4,N-,,,,,
8769911,E4,,,,N-,,
8770594,E1,P+,P+,,,,
8771016,E4,,,N-,,,No Change
8771983,E5,,P+,,,,
8772014,E5,,P+,,,,
8772494,E5,,P+,,,,
8774784,E1,P+,P+,,P+,,
8775945,E4,N-,,,,,
8778899,E1,P+,P+,,,,
8779462,E5,,P+,,,,
8780601,E5,,P+,,,,
8780976,E6,N-,,,,,
8781844,E3,,P+,,,,
8782618,E3,,P+,,,,
8782990,E1,,P+,,,,
8784916,E5,,P+,,,,
8786928,E3,P+,P+,,P+,,
8787120,E2,,N-,,,,
8787262,E3,,P+,,,,
8787647,E1,P+,P+,,P+,,
8788749,E6,,,,,N-,
8790072,E4,N-,,,,,
8791689,E4,,,N-,,,More
8791857,E4,N-,,,,,
8791994,E2,N-,,N-,,,
8792573,E5,,P+,,,,
8793747,E1,,P+,,,,
8795270,E4,N-,,,N-,,
8795801,E3,,P+,,,,
8796735,E1,P+,P+,,,,
8797230,E5,,P+,,,,
8797249,E1,,P+,,,,
8797364,E1,,P+,,,,
8797751,E2,,,N-,,,
8798550,E3,,P+,,,,
8798712,E4,N-,,,,,
8800642,E4,N-,,N-,,,No Change
8801260,E3,,P+,,,,
8803615,E4,N-,,,,,
8804490,E1,P+,P+,,P+,,
8805664,E4,,,,N-,,
8806306,E1,P+,P+,,,,
8806744,E3,P+,P+,,P+,,
8806760,E1,P+,P+,,,,
8807437,E4,N-,,,,,
8807874,E3,,P+,,P+,,
8815940,E4,N-,,,,,
8816452,E6,N-,,,,,
8816688,E5,,P+,,,,
8816845,E4,,,N-,,,
8817468,E1,P+,P+,,,,
8817788,E4,N-,,,,,
8819175,E3,P+,P+,,,,
8820329,E4,N-,,,N-,,
8820484,E3,,P+,,,,
8821697,E4,N-,,,,,
8827124,E1,P+,P+,,P+,,
8828817,E3,,P+,,,,
8829780,E1,P+,P+,,P+,,
8829996,E4,N-,,,,,
8830937,E6,N-,,,,,
8831739,E3,,P+,,,,
8831863,E1,P+,,,,,
8831906,E1,P+,P+,,,,
8832660,E1,,P+,,,,
8835387,E1,P+,P+,,,,
8836969,E5,,P+,,,,
8837731,E1,P+,P+,,,,
8838376,E1,P+,P+,,,,
8838742,E4,N-,,,,,
8840920,E5,,P+,P+,,,
8842552,E5,,P+,,,,
8843049,E3,,P+,,,,
8844262,E4,N-,,,,,
8844381,E4,N-,,,,,
8845608,E3,,P+,,,,
8849595,E3,P+,P+,,P+,,
8860540,E6,N-,,,,,
8860736,E3,P+,P+,,,,
8862404,E3,,P+,,,,
8864226,E2,,,N-,,,No Change
8864363,E1,,P+,,,,
8867414,E1,,P+,,,,
8867621,E1,P+,P+,,P+,,
8870483,E3,,P+,,,,
8870520,E1,P+,P+,,P+,,
8871055,E6,N-,,,,,
8872598,E4,N-,,,,,
8873353,E4,N-,,,,,
8875596,E3,,P+,,,,
8878714,E3,P+,P+,,,,
8882419,E3,P+,P+,,P+,,
8883972,E1,,P+,,,,
8884143,E3,,P+,,,,
8887551,E1,,P+,,,,
8887991,E3,P+,P+,,,,
8896104,E3,,P+,,,,
8902087,E6,N-,,,,,
8906803,E1,P+,P+,,,,
8908520,E1,P+,P+,,P+,,
8913231,E5,,P+,,,,
8913350,E5,,P+,,,,
8914263,E3,,P+,,,P+,
8915893,E4,N-,,,,,
8916184,E1,P+,P+,,,,
8916279,E4,,,N-,,,
8916378,E1,,P+,,,,
8916701,E1,P+,P+,,,P+,
8917577,E1,,P+,,P+,,
8917929,E1,P+,P+,,P+,,
8917972,E3,,P+,,,,
8918621,E5,,P+,,,,
8919301,E4,N-,,,,,
8919771,E1,P+,P+,,P+,,
8919815,E1,P+,P+,,P+,P+,
8919901,E3,P+,P+,,,,
8920184,E1,,P+,,,,
8924232,E1,P+,P+,,,,
8924590,E1,P+,P+,,,,
8924993,E6,,,N-,,,
8927200,E5,,P+,,,,
8927630,E5,,P+,,,,
8929079,E4,N-,,,,,
8932284,E4,N-,,,,,
8932375,E5,,P+,,,,
8933449,E1,P+,P+,,,,
8934816,E6,N-,,,,,
8935281,E5,P+,P+,,,,
8936543,E1,P+,P+,,,,
8937377,E3,,P+,,,,
8937635,E3,,P+,,,,
8939882,E3,,P+,,,,
8941839,E3,,P+,,,,
8942623,E6,N-,,,,,
8942784,E1,P+,P+,,,,
8945642,E6,,,N-,,,No Change
8945819,E1,P+,P+,,,,
8946067,E3,P+,P+,,,,
8946288,E3,,P+,,,,
8946951,E5,,P+,,,,
8947849,E4,N-,,,,,
8949315,E1,P+,P+,,P+,,
8949947,E4,,,,N-,,
8951330,E4,N-,,,,,
8952544,E4,N-,,,,,
8955418,E3,,P+,,,,
8955522,E1,,P+,,,,
8955677,E5,,P+,,,,
8956582,E1,P+,P+,,,,
8957638,E1,,P+,,P+,,
8958240,E1,P+,P+,,P+,,
8958530,E6,N-,,N-,,,No Change
8958538,E1,,P+,,P+,,
8958635,E1,P+,P+,,,,
8959974,E1,,P+,,,,
8960109,E5,,P+,,,P+,
8961939,E4,N-,,,,,
8962398,E1,P+,P+,,,,
8962429,E5,,P+,,,,
8962850,E5,,P+,,,,
8962883,E5,,P+,,,,
8963088,E5,,P+,,,,
8964641,E1,P+,P+,,P+,,
8965619,E4,,,N-,,,More
8967710,E1,,P+,,,,
8968065,E6,,,N-,,,No Change
8970418,E1,P+,P+,,,,
8970589,E3,,P+,,,,
8970599,E5,,P+,,,,
8971008,E5,,P+,,,,
8971079,E4,N-,,,,,
8971815,E1,,,,,P+,
8972935,E1,,P+,,,,
8973224,E1,,P+,,,,
8973396,E3,,P+,,,,
8973622,E3,,P+,,,,
8973827,E3,,P+,,,,
8973975,E3,,P+,,,,
8976004,E5,,P+,,,,
8976400,E1,P+,P+,,,,
8977062,E1,P+,P+,,P+,,
8977195,E4,N-,,,,,
8978157,E4,,N-,,,,
8978980,E6,,,,,N-,
8982352,E5,,,,,P+,
8982835,E1,P+,P+,,,P+,
8984121,E3,,P+,,,,
8984379,E1,P+,P+,,,,
8986381,E1,,P+,,,,
8987117,E5,,P+,,,,
8988408,E3,,P+,,,,
8989497,E6,N-,,,,,
8989562,E5,,P+,,,P+,
8990493,E3,,P+,,,,
8997660,E1,P+,P+,,P+,,
9007694,E4,N-,,,,,
9008864,E3,,P+,,,,
9009324,E5,,P+,,,,
9009590,E4,N-,,,,,
9009684,E4,,,N-,,,Less
9010077,E4,N-,,,,,
9010091,E1,P+,,,,,
9010245,E3,P+,P+,,,,
9010393,E4,N-,,,,,
9010650,E1,P+,P+,,P+,,
9011159,E6,N-,,,,,
9011179,E3,,P+,,P+,,
9012182,E3,P+,P+,,,,
9012346,E1,P+,P+,,P+,,
9012436,E1,P+,P+,,P+,,
9012593,E6,,,N-,,,More
9012952,E5,,P+,,,,
9013032,E1,P+,P+,,,,
9013660,E3,,P+,,,,
9014804,E3,P+,P+,,P+,,
9015235,E5,,P+,,,,
9015556,E6,,,N-,,,More
9016137,E4,,,N-,,,
9017318,E1,,P+,,,,
9017995,E1,P+,P+,,,,
9018049,E1,,P+,,,,
9018068,E4,,,,N-,,
9018370,E4,N-,,,,,
9019205,E4,,N-,,,,
9019821,E1,P+,P+,,P+,,
9019858,E1,P+,P+,,,P+,
9020143,E1,P+,P+,,P+,,
9020735,E5,,P+,,,,
9020908,E3,,P+,,P+,,
9021857,E6,N-,,,,,
9021895,E4,N-,,,,,
9022068,E3,,P+,,,,
9023562,E4,,,,,N-,
9024653,E3,,P+,,,P+,
9024845,E4,N-,,,,,
9025256,E6,,,N-,,,
9025358,E1,P+,P+,,,P+,
9026139,E4,N-,,,,,
9026245,E4,N-,,,,,
9027107,E4,,,,N-,,
9027347,E1,P+,P+,,P+,,
9028936,E3,,P+,,,,
9029639,E1,P+,P+,,,,
9030108,E1,,P+,,,,
9030315,E4,,,,N-,,
9030407,E4,N-,,,,,
9030479,E1,,P+,,,,
9030509,E1,,P+,,,,
9030782,E3,,P+,,,,
9031448,E5,,P+,,,,
9031658,E5,,P+,,,,
9032146,E1,,P+,,,,
9032959,E4,N-,,,,,
9033260,E1,P+,P+,,P+,,
9033375,E1,P+,P+,,,,
9034979,E4,,,N-,,,
9036062,E5,,P+,,,,
9036291,E5,,P+,,,,
9036419,E3,,P+,,,,
9036441,E3,,P+,,,,
9037014,E6,,,,,N-,
9038642,E3,,P+,,,,
9038944,E4,N-,,,,,
9039181,E1,,P+,,,,
9039922,E4,,,N-,,,
9040298,E1,P+,P+,,,,
9040947,E3,,P+,,,,
9041386,E5,,P+,,,,
9041977,E5,,P+,,,,
9042632,E4,,,,,N-,
9043572,E1,P+,P+,,,,
9044607,E1,P+,P+,,P+,,
9045228,E5,,P+,,,,
9045816,E1,,P+,,,,
9046438,E1,P+,P+,,,,
9047268,E4,N-,,,,,
9048264,E3,,P+,,P+,,
9048293,E3,,P+,,,,
9049017,E4,,,N-,,,No Change
9049432,E3,P+,P+,,P+,,
9049681,E1,P+,P+,,,,
9049743,E1,P+,P+,,P+,,
9051130,E3,,P+,,,,
9051373,E3,P+,P+,,,,
9051968,E1,,P+,,,,
9052579,E5,,P+,,,,
9053198,E6,,,N-,,,No Change
9053689,E3,,P+,,,,
9055117,E1,P+,P+,,,,
9055994,E1,P+,P+,,P+,,
9056375,E1,,P+,,,,
9056387,E1,P+,P+,,,,
9056845,E3,,P+,,,,
9056865,E3,,,,,P+,
9056868,E4,,,N-,,,
9057513,E3,,P+,,P+,,
9057833,E4,,,,N-,,
9057854,E3,,P+,,,,
9058303,E6,N-,,,,,
9059323,E4,N-,,,,,
9059859,E5,,P+,,,,
9059933,E3,,P+,,,,
9059965,E1,,P+,,,,
9060264,E4,,,N-,,,
9060669,E4,,,,,N-,
9060804,E5,,P+,,,,
9061837,E1,P+,P+,,P+,,
9061943,E5,,P+,,,,
9062532,E4,,,N-,,,No Change
9063195,E1,,P+,,,,
9063356,E1,P+,P+,,P+,,
9063404,E3,,P+,,,,
9063827,E1,,P+,,,,
9063984,E3,P+,P+,,P+,,
9063984,E3,P+,P+,,P+,,
9064144,E6,N-,,,,,
9064388,E3,P+,P+,,,,
9064570,E2,N-,,,N-,,
9064917,E3,P+,P+,,,,
9064918,E3,P+,P+,,P+,,
9065032,E4,N-,,,,,
9065111,E1,,P+,,,,
9065157,E4,,N-,,,,
9065288,E5,,P+,,,,
9065319,E5,,P+,,,,
9065387,E4,,,,,N-,
9066021,E5,,P+,,,,
9066190,E5,,P+,,,,
9066671,E1,,P+,,,,
9066998,E5,,P+,,,P+,
9069277,E1,P+,P+,,P+,,
9069624,E3,,P+,,,,
9069740,E5,,P+,,,,
9070611,E5,,P+,,,,
9071600,E6,,,N-,,,
9071922,E4,,,,N-,,
9072122,E4,N-,,,,,
9072953,E3,,P+,,,,
9073009,E2,N-,,,N-,,
9074069,E1,P+,P+,,,P+,
9074135,E1,P+,P+,,P+,,
9074940,E3,,P+,,,,
9075080,E5,,P+,,,,
9075314,E1,P+,P+,,,,
9075540,E4,N-,,,,,
9076065,E1,P+,P+,,P+,,
9076299,E1,,P+,,,,
9076877,E5,,P+,,,,
9077629,E1,,P+,,,,
9078019,E6,,,,N-,,
9078876,E1,P+,P+,,P+,,
9079474,E4,,,,N-,,
9079613,E1,P+,P+,,,,
9079898,E4,N-,,,,,
9079910,E4,N-,,,N-,,
9080098,E4,,,,N-,,
9080380,E6,N-,,,,,
9080471,E1,P+,P+,,,,
9080804,E1,P+,P+,,,,
9080898,E1,P+,P+,,P+,,
9081062,E5,,,P+,,,
9081107,E3,,P+,,,,
9081226,E1,P+,P+,,,,
9081949,E6,,,N-,,,
9083117,E5,,P+,,,,
9083582,E5,,P+,,,,
9083632,E1,,P+,,,,
9083800,E3,,P+,,,,
9084182,E4,N-,,,,,
9084187,E5,,P+,,,,
9084211,E3,,P+,,P+,,
9084350,E4,N-,,,,,
9084453,E5,,P+,,,,
9085803,E4,,,N-,,,
9086079,E2,N-,,,,,
9086222,E3,,P+,,,,
9087129,E3,,P+,,,,
9087201,E1,P+,P+,,,,
9087693,E1,P+,P+,,P+,,
9089058,E1,P+,P+,,P+,,
9089835,E6,,N-,,,,
9090318,E1,P+,P+,,,,
9090632,E4,N-,,,,,
9090817,E1,P+,P+,,,,
9091083,E4,,,,,N-,
9091207,E5,,,,,P+,
9091532,E1,,P+,,,,
9092363,E4,N-,,,,,
9092916,E4,,,N-,,,Less
9093743,E6,,,,N-,,
9093880,E2,N-,,,,,
9094859,E1,,P+,,,,
9094986,E1,P+,P+,,,,
9095006,E1,P+,P+,,P+,,
9095249,E3,,P+,,,,
9096023,E3,,P+,,,,
9096340,E4,N-,,,N-,,
9096342,E1,,P+,,,,
9097392,E1,,P+,,,,
9097677,E1,P+,P+,,P+,,
9097926,E1,P+,P+,,,,
9098005,E3,,P+,,,,
9099470,E3,P+,P+,,,,
9100019,E4,N-,,,,,
9100474,E4,,,,N-,,
9101118,E6,,,,N-,,
9101803,E6,N-,,,,,
9102797,E5,,P+,,,,
9103156,E5,,P+,P+,,,
9103456,E1,P+,,,,,
9103731,E1,,P+,,,,
9104227,E1,P+,P+,,,,
9104293,E4,N-,,,,,
9106822,E1,,P+,,,,
9106825,E3,,P+,,,,
9108860,E1,,P+,,P+,,
9109114,E3,,P+,,P+,,
9110855,E4,N-,,,,,
9111029,E2,N-,,N-,,,
9111171,E4,,,,,N-,
9112407,E5,,P+,,,,
9113769,E6,N-,N-,,,,
9113892,E6,,,,,N-,
9117082,E3,,P+,,,,
9117890,E4,N-,,,,,
9119264,E1,P+,P+,,P+,,
9119441,E1,,P+,,,,
9119554,E6,N-,,,N-,,
9119891,E5,,P+,,,,
9120267,E5,,P+,,,,
9122163,E3,,P+,,,,
9123061,E5,,P+,,,,
9123304,E1,,P+,,,P+,
9123776,E5,,P+,,,,
9126021,E5,,P+,,,,
9127859,E1,P+,P+,,,,
9130075,E3,,P+,,,,
9130219,E1,P+,P+,,,,
9130705,E4,,,N-,,,
9131087,E4,N-,,,,,
9132044,E1,,P+,,,,
9132222,E3,,P+,,,,
9132604,E2,,,N-,,,
9142865,E4,N-,,N-,,,
9143453,E3,,P+,,,,
9143824,E5,,P+,,,,
9144083,E4,N-,,,,,
9144840,E4,,,,,N-,
9145279,E6,N-,,N-,,,No Change
9145887,E4,,,N-,,,No Change
9146213,E5,,P+,,,,
9147084,E4,N-,,,,,
9147509,E5,,P+,,,,
9147908,E5,,P+,,,,
9148101,E4,N-,,,,,
9149264,E1,,P+,,,,
9151808,E5,,P+,,,,
9152199,E1,P+,P+,,,,
9152709,E5,,P+,,,,
9152768,E3,P+,P+,,,,
9152872,E1,P+,P+,,,,
9152887,E6,,,N-,,,No Change
9153411,E6,,,N-,,,No Change
9153563,E6,N-,,,,,
9153685,E1,P+,P+,,,,
9154899,E1,,P+,,P+,,
9157036,E1,P+,P+,,,,
9158550,E1,,P+,,,,
9158721,E3,P+,P+,,,,
9159197,E5,,P+,,,,
9159882,E1,P+,P+,,,,
9160224,E3,P+,P+,,,,
9160718,E5,,P+,,,,
9165492,E4,N-,,,,,
9165772,E3,,P+,,,,
9165830,E1,,P+,,,,
9165913,E4,N-,,,,,
9166459,E5,,P+,,,,
9166822,E6,N-,,,,,
9166842,E3,P+,,,,,
9166842,E4,N-,,,N-,,
9167179,E5,,P+,,,,
9167969,E4,N-,,,,,
9167980,E5,,P+,,,,
9168134,E4,N-,,,,,
9172962,E3,,P+,,,,
9174007,E1,P+,P+,,P+,,
9175999,E1,P+,P+,,P+,,
9176335,E1,,P+,,,,
9178333,E1,,P+,,,,
9179865,E5,,P+,,,,
9180363,E1,P+,,,,,
9180436,E1,P+,P+,,P+,,
9184158,E6,,,N-,,,
9184205,E4,,,N-,,,
9184567,E4,N-,,,,,
9186189,E5,,,P+,,,
9188309,E5,,P+,,,,
9191473,E5,,P+,,,,
9191711,E1,P+,P+,,,,
9192380,E6,,,N-,,,No Change
9193097,E5,,P+,,,,
9193418,E6,N-,,,,,
9194115,E1,P+,P+,,,,
9194602,E4,,,N-,,,No Change
9194720,E3,P+,P+,,P+,,
9194920,E1,P+,P+,,,,
9195048,E4,N-,,,,,
9195083,E3,,P+,,,,
9195106,E3,,P+,,P+,,
9195108,E1,,P+,,P+,P+,
9195270,E6,,,N-,,,No Change
9195367,E3,,P+,,,,
9196177,E3,,P+,,P+,,
9196200,E2,N-,,N-,,,No Change
9196811,E4,N-,,,,,
9196991,E6,,,N-,,,No Change
9197188,E5,,P+,,,,
9197522,E1,P+,P+,,,,
9197525,E6,,,N-,,,No Change
9197536,E3,,P+,,,,
9198489,E4,,,,N-,,
9198650,E4,,,N-,,,No Change
9198657,E3,,P+,,,,
9199898,E1,,P+,,,,
9199970,E5,,P+,,,,
9204012,E4,N-,,,,,
9204110,E1,,P+,,,,
9205657,E4,N-,,N-,,,More
9206115,E5,,P+,,,,
9206524,E4,N-,,,,,
9207031,E1,P+,P+,,,,
9208182,E3,,P+,,,,
9210834,E4,N-,,,,,
9211016,E5,,,,,P+,
9211130,E3,,P+,,,,
9211381,E4,N-,,,,,
9211932,E6,N-,,,,,
9212966,E6,N-,,,,,
9213593,E4,,,,N-,,
9213998,E3,,P+,,P+,,
9214684,E3,P+,P+,,,,
9214822,E1,,P+,,,,
9216835,E4,,,,N-,,
9217350,E4,N-,,,,,
9218566,E5,,P+,,,,
9219059,E4,N-,,,,,
9219713,E5,,P+,,,,
9219748,E5,,P+,,,,
9220530,E1,,P+,,,,
9230241,E5,,P+,,,,
9230526,E6,,N-,,,,
9234589,E4,,,N-,,,No Change
9235569,E5,,P+,,,,
9238647,E6,N-,,,,,
9240296,E5,,P+,,,,
9242988,E1,,P+,,,,
9244064,E1,P+,P+,,,,
9244571,E3,,P+,,,,
9245873,E4,N-,,N-,,,
9248303,E1,P+,P+,,P+,,
9250324,E3,,P+,,,,
9251366,E3,,P+,,,,
9255210,E4,N-,,,,,
9255431,E3,,P+,,P+,,
9258703,E5,,P+,,,,
9260573,E1,P+,P+,,,,
9261506,E4,,,N-,,,
9262389,E3,,P+,,,,
9269888,E4,,,N-,,,
9270244,E6,,,N-,,,
9270520,E1,,P+,,,,
9271359,E5,,P+,,,,
9272129,E1,,P+,,,,
9275773,E5,,P+,,,,
9276398,E2,,,,,N-,
9277266,E1,,P+,,,,
9278335,E5,,P+,,,,
9279425,E1,,P+,,,,
9280067,E1,P+,P+,,,,
9280227,E3,,P+,,,P+,
9280372,E1,P+,P+,,P+,,
9282036,E4,,,,N-,,
9282049,E1,,P+,,,,
9284140,E3,,P+,,,,
9284763,E4,,,,N-,,
9285839,E3,,P+,,,,
9286548,E5,,P+,,,,
9290454,E1,,P+,,,,
9291202,E1,P+,P+,,,,
9292827,E4,,,,N-,,
9293514,E4,,,,N-,,
9294851,E1,P+,P+,,,,
9296382,E6,N-,,,,,
9296961,E1,,P+,,,,
9298420,E3,P+,P+,,,,
9298471,E1,P+,P+,,,,
9299073,E5,,P+,,,,
9299096,E1,P+,P+,,P+,,
9300826,E5,,P+,,,,
9301279,E3,,P+,,,,
9302375,E6,N-,,,,,
9303916,E1,P+,P+,,,,
9304615,E1,,P+,,,,
9304731,E1,,P+,,,,
9305044,E3,,P+,,,,
9307008,E1,P+,P+,,P+,,
9307672,E1,P+,P+,,P+,,
9309124,E4,N-,,,N-,,
9309162,E1,P+,P+,,,,
9309863,E3,P+,P+,,,,
9311709,E3,,P+,,,,
9312763,E4,,,N-,N-,,No Change
9313702,E3,,,,P+,,
9314545,E4,N-,,N-,,,No Change
9316073,E3,,P+,,,,
9316851,E4,N-,,,,,
9317300,E1,,P+,,,,
9318581,E4,N-,,,,,
9319878,E4,N-,,,,,
9320196,E3,,P+,,,,
9320218,E6,,,N-,,,
9321592,E1,P+,P+,,,,
9323509,E3,P+,P+,,P+,,
9323952,E2,N-,,,,,
9324571,E6,N-,,,,,
9324653,E4,N-,,,,,
9326116,E1,,P+,,,,
9326858,E6,N-,,,,,
9326911,E1,P+,P+,,,,
9327511,E3,,P+,,,,
9329603,E3,,P+,,,,
9330866,E5,,P+,,,,
9332181,E1,P+,P+,,,,
9332331,E4,N-,,,,,
9332968,E1,P+,P+,,,,
9335324,E5,,P+,,,,
9335399,E5,,P+,,,,
9335426,E4,,,,N-,,
9335865,E1,P+,P+,,,,
9336127,E5,,P+,,,,
9337483,E1,P+,P+,,,,
